ImageId,class_1,class_2,class_3,class_4,no_defect,positive_class_count,combination
00ec97699.jpg,False,False,True,False,False,1,3
00f1665e6.jpg,False,False,True,False,False,1,3
00f68d337.jpg,False,False,False,False,True,0,none
00f6e702c.jpg,False,False,True,False,False,1,3
00f95222c.jpg,False,False,False,False,True,0,none
00fe04c98.jpg,False,False,False,False,True,0,none
00fe7f023.jpg,False,False,False,False,True,0,none
0101e2cf0.jpg,False,False,False,False,True,0,none
01053d28f.jpg,True,False,False,False,False,1,1
010db68d1.jpg,True,False,False,False,False,1,1
012a4581b.jpg,False,False,False,False,True,0,none
012a9a4c7.jpg,True,False,False,False,False,1,1
012d29df4.jpg,False,False,True,False,False,1,3
012f26693.jpg,False,False,True,True,False,2,3+4
01338c0ea.jpg,False,False,True,False,False,1,3
0139dd004.jpg,False,False,True,False,False,1,3
0141c9bf3.jpg,False,False,True,False,False,1,3
014409fcc.jpg,False,False,False,False,True,0,none
0148e9891.jpg,False,False,True,False,False,1,3
014ebe543.jpg,False,False,True,False,False,1,3
01540cab1.jpg,False,False,True,False,False,1,3
015ed7fac.jpg,False,False,False,False,True,0,none
01661826d.jpg,True,False,False,False,False,1,1
0167a740e.jpg,True,False,False,False,False,1,1
016af13d0.jpg,False,False,True,False,False,1,3
016efe618.jpg,False,False,False,True,False,1,4
01764ee81.jpg,False,False,True,False,False,1,3
017c828a1.jpg,True,False,False,False,False,1,1
017d75655.jpg,False,False,False,False,True,0,none
0181695f9.jpg,False,False,False,False,True,0,none
018ccdfed.jpg,False,False,False,True,False,1,4
01919944c.jpg,False,False,True,False,False,1,3
0198ab92d.jpg,False,False,False,False,True,0,none
019f42c2a.jpg,False,False,True,False,False,1,3
01a1027ce.jpg,False,False,True,False,False,1,3
01afbfa7a.jpg,False,False,False,True,False,1,4
01b043500.jpg,False,False,True,False,False,1,3
01b237ab8.jpg,False,False,False,False,True,0,none
01b492dd6.jpg,False,False,True,False,False,1,3
01b6c2dc1.jpg,False,False,False,False,True,0,none
01c3ef286.jpg,False,False,True,False,False,1,3
01cf446d4.jpg,False,False,True,False,False,1,3
01cfacf80.jpg,False,False,True,True,False,2,3+4
01d590c5f.jpg,False,False,False,False,True,0,none
01d97b205.jpg,False,False,False,False,True,0,none
01dbcd2ec.jpg,False,False,False,False,True,0,none
01df77e59.jpg,True,False,False,False,False,1,1
01e020dc5.jpg,False,False,True,False,False,1,3
01e501f99.jpg,False,False,False,False,True,0,none
01e69cfc3.jpg,False,False,False,False,True,0,none
01ebe0d32.jpg,False,False,True,False,False,1,3
01fd320c9.jpg,False,False,True,False,False,1,3
01fd50e68.jpg,False,False,True,False,False,1,3
0202a5f22.jpg,False,False,False,False,True,0,none
020ff3106.jpg,False,False,True,False,False,1,3
0217af9b1.jpg,False,False,True,False,False,1,3
0218c0fcc.jpg,False,False,False,True,False,1,4
02291e913.jpg,False,False,True,False,False,1,3
023353d24.jpg,False,False,False,False,True,0,none
023a21cf2.jpg,False,False,False,False,True,0,none
02431211b.jpg,False,False,True,False,False,1,3
02449f836.jpg,False,False,False,False,True,0,none
025cb9f6e.jpg,False,False,True,False,False,1,3
025dc8dc8.jpg,False,False,True,False,False,1,3
026105525.jpg,False,False,False,False,True,0,none
026183d85.jpg,False,True,False,False,False,1,2
02701c239.jpg,False,False,True,False,False,1,3
02709b038.jpg,False,False,False,False,True,0,none
0274a26b4.jpg,False,False,False,False,True,0,none
02761e0d1.jpg,False,False,False,False,True,0,none
027b280f4.jpg,False,False,False,False,True,0,none
0281aba7b.jpg,False,False,True,False,False,1,3
0285f63ad.jpg,False,False,False,False,True,0,none
028eb44d1.jpg,False,False,True,False,False,1,3
028ed7768.jpg,False,False,True,False,False,1,3
0294f23c0.jpg,False,False,True,False,False,1,3
02a78fb18.jpg,False,False,False,False,True,0,none
02aa62471.jpg,False,False,False,False,True,0,none
02b2cb5c3.jpg,False,False,False,False,True,0,none
02b2d3aa4.jpg,True,False,False,False,False,1,1
02b6b9f29.jpg,False,False,False,False,True,0,none
02b906933.jpg,False,False,True,False,False,1,3
02bb80457.jpg,False,False,False,False,True,0,none
02bf279c9.jpg,False,False,True,False,False,1,3
02c4655ff.jpg,True,False,False,False,False,1,1
02c79bfcb.jpg,False,False,True,False,False,1,3
02c7f44d9.jpg,False,False,False,False,True,0,none
02d006f47.jpg,False,False,False,False,True,0,none
02d18b8a4.jpg,False,False,True,False,False,1,3
02d3ca489.jpg,False,False,False,False,True,0,none
02d573611.jpg,False,False,False,True,False,1,4
02d8c6b30.jpg,False,False,True,False,False,1,3
02ea1d0e8.jpg,False,False,False,False,True,0,none
030336aa4.jpg,False,False,False,False,True,0,none
03098160c.jpg,False,False,False,False,True,0,none
031179c6e.jpg,False,False,False,False,True,0,none
031614d60.jpg,False,False,False,False,True,0,none
031627893.jpg,False,False,True,False,False,1,3
031f334ec.jpg,False,False,True,False,False,1,3
031fc45b5.jpg,False,False,False,False,True,0,none
03216ed91.jpg,False,False,False,False,True,0,none
03284f71b.jpg,False,False,False,False,True,0,none
03395a3da.jpg,False,False,False,False,True,0,none
0340e13c4.jpg,False,False,True,False,False,1,3
03461f8e0.jpg,False,False,True,False,False,1,3
034941f9d.jpg,False,False,True,False,False,1,3
034a72783.jpg,False,False,False,False,True,0,none
034b387c3.jpg,False,False,False,False,True,0,none
034e64ff3.jpg,False,False,False,False,True,0,none
035021da2.jpg,False,False,True,False,False,1,3
0358eaf5b.jpg,False,False,False,False,True,0,none
0360edfb8.jpg,False,False,True,False,False,1,3
036505ca3.jpg,False,False,False,False,True,0,none
036c4e5d2.jpg,True,False,False,False,False,1,1
036c7d18c.jpg,False,False,True,False,False,1,3
037887e11.jpg,False,False,False,False,True,0,none
037fca267.jpg,False,False,True,False,False,1,3
0384b81f8.jpg,False,False,False,False,True,0,none
03860f6a9.jpg,False,False,True,False,False,1,3
0386ce84b.jpg,False,False,True,False,False,1,3
038c59253.jpg,False,False,False,False,True,0,none
038c9fdad.jpg,False,False,False,False,True,0,none
038f14456.jpg,False,False,False,True,False,1,4
0391d44d6.jpg,False,False,True,True,False,2,3+4
039577d49.jpg,False,False,True,False,False,1,3
0399d7c46.jpg,False,False,False,False,True,0,none
03ab4e3ea.jpg,False,False,True,False,False,1,3
03ae2bc91.jpg,False,False,False,False,True,0,none
03af7f0c0.jpg,False,False,False,False,True,0,none
03b3b06e1.jpg,False,False,False,False,True,0,none
03ba7286b.jpg,False,False,False,False,True,0,none
03c558103.jpg,False,False,False,False,True,0,none
03ca4d04c.jpg,False,False,True,False,False,1,3
03da79fda.jpg,True,False,False,False,False,1,1
03db6bbc3.jpg,False,False,True,True,False,2,3+4
03e2515a7.jpg,False,False,False,False,True,0,none
03f15daba.jpg,False,False,False,False,True,0,none
03faf7462.jpg,False,False,True,False,False,1,3
0401d67aa.jpg,False,False,False,False,True,0,none
04055fd3e.jpg,False,False,True,False,False,1,3
0405e7c54.jpg,False,True,False,False,False,1,2
04072b39a.jpg,False,False,True,False,False,1,3
040de71ca.jpg,False,False,False,False,True,0,none
040fcc2f1.jpg,False,False,False,False,True,0,none
041187764.jpg,False,False,True,False,False,1,3
041a93b6d.jpg,False,False,True,False,False,1,3
04238d7e3.jpg,False,False,False,False,True,0,none
04246167f.jpg,False,False,True,False,False,1,3
042691991.jpg,False,False,False,False,True,0,none
0429258ad.jpg,True,False,False,False,False,1,1
044700866.jpg,False,False,True,True,False,2,3+4
04505c6df.jpg,False,False,False,False,True,0,none
04594d04e.jpg,False,False,True,False,False,1,3
046282f58.jpg,False,False,True,False,False,1,3
046c35525.jpg,True,False,False,False,False,1,1
0473a80ee.jpg,False,False,False,False,True,0,none
047681252.jpg,False,False,False,False,True,0,none
047fa15d0.jpg,False,False,True,False,False,1,3
04802a6c2.jpg,False,False,False,False,True,0,none
0482ee1d6.jpg,False,False,False,False,True,0,none
0483ecae0.jpg,False,False,False,False,True,0,none
0489a64d7.jpg,False,False,False,False,True,0,none
048d14d3f.jpg,False,False,True,False,False,1,3
048e8f015.jpg,False,False,False,False,True,0,none
04933e7f0.jpg,False,False,False,False,True,0,none
04985b2a8.jpg,False,False,False,False,True,0,none
0498abd18.jpg,False,False,True,False,False,1,3
049bad998.jpg,False,False,True,False,False,1,3
049fb17a1.jpg,False,False,False,False,True,0,none
04a06d744.jpg,False,False,True,False,False,1,3
04a4777e9.jpg,False,False,True,False,False,1,3
04a5009fa.jpg,False,False,True,False,False,1,3
04a5d5763.jpg,False,False,False,False,True,0,none
04ae7853c.jpg,False,False,True,False,False,1,3
04b0f819d.jpg,False,False,False,False,True,0,none
04bf23eba.jpg,False,False,False,False,True,0,none
04c3aade7.jpg,False,False,False,True,False,1,4
04d49c95d.jpg,False,False,True,False,False,1,3
04d527562.jpg,False,False,False,False,True,0,none
04d9a0db8.jpg,False,False,False,False,True,0,none
04e15fdc1.jpg,False,False,False,False,True,0,none
04e23e414.jpg,True,False,False,False,False,1,1
04fa19d59.jpg,False,False,False,True,False,1,4
050edacec.jpg,False,False,False,False,True,0,none
05172e316.jpg,False,False,False,False,True,0,none
05184e71b.jpg,False,False,True,False,False,1,3
0518e79e9.jpg,False,False,True,False,False,1,3
0519989b3.jpg,False,False,False,False,True,0,none
051f0d825.jpg,False,False,True,False,False,1,3
051f58cb4.jpg,False,False,False,False,True,0,none
0526d780c.jpg,False,False,True,False,False,1,3
052838084.jpg,False,False,True,False,False,1,3
052ac9a54.jpg,False,False,True,False,False,1,3
052cc2a0f.jpg,False,False,False,True,False,1,4
0534f1b45.jpg,False,False,True,False,False,1,3
05396b495.jpg,False,False,True,False,False,1,3
053bf4b5f.jpg,False,False,False,False,True,0,none
053e9a29c.jpg,False,False,True,False,False,1,3
054190eb2.jpg,False,False,True,False,False,1,3
05431e2d2.jpg,False,False,False,False,True,0,none
0549ad8ba.jpg,False,False,False,False,True,0,none
054d1650d.jpg,False,False,False,False,True,0,none
054fad516.jpg,False,False,False,False,True,0,none
056e34021.jpg,True,False,False,False,False,1,1
05747b10b.jpg,False,True,False,False,False,1,2
0576d3847.jpg,False,False,True,False,False,1,3
057b89dd5.jpg,False,False,True,False,False,1,3
0582ac66c.jpg,False,False,False,True,False,1,4
058a1e3b8.jpg,False,False,True,False,False,1,3
058f6a9c6.jpg,False,False,False,False,True,0,none
059000a4f.jpg,True,False,False,False,False,1,1
059327fe3.jpg,False,False,True,False,False,1,3
059910f5a.jpg,False,False,False,False,True,0,none
05a024a74.jpg,False,False,True,False,False,1,3
05a08c565.jpg,False,False,False,False,True,0,none
05a2c2eb0.jpg,False,False,False,False,True,0,none
05b847b1f.jpg,False,False,False,False,True,0,none
05b8ed770.jpg,False,False,False,False,True,0,none
05bb18957.jpg,False,False,False,False,True,0,none
05bc27672.jpg,False,False,False,False,True,0,none
05c05ea43.jpg,False,False,False,False,True,0,none
05d67a7ef.jpg,False,False,False,False,True,0,none
05d6bccf8.jpg,False,False,True,False,False,1,3
05f5e7366.jpg,False,False,True,False,False,1,3
05fc29f57.jpg,False,False,False,False,True,0,none
0602f0520.jpg,False,False,True,False,False,1,3
0603c2340.jpg,True,False,False,False,False,1,1
0606395c5.jpg,False,False,True,False,False,1,3
060964105.jpg,False,True,False,False,False,1,2
060c3159e.jpg,False,True,False,False,False,1,2
0613c11b3.jpg,False,False,False,False,True,0,none
061c3401a.jpg,False,False,False,False,True,0,none
062167783.jpg,False,False,True,False,False,1,3
0634275a6.jpg,False,False,False,False,True,0,none
063571c5c.jpg,False,False,True,False,False,1,3
063b5dcbe.jpg,False,False,False,False,True,0,none
063fa1630.jpg,False,False,False,True,False,1,4
0645d69f9.jpg,False,False,True,False,False,1,3
065b312ff.jpg,False,False,False,False,True,0,none
066b9220c.jpg,False,False,False,False,True,0,none
066bed8c1.jpg,False,False,False,False,True,0,none
066ecd182.jpg,False,False,True,False,False,1,3
06713b712.jpg,False,False,True,False,False,1,3
068587112.jpg,False,False,True,False,False,1,3
068c6c4a9.jpg,False,True,False,False,False,1,2
0696cfa05.jpg,False,False,True,False,False,1,3
06a01c775.jpg,True,False,False,False,False,1,1
06a86ee90.jpg,False,False,False,False,True,0,none
06ab5c48e.jpg,False,False,False,False,True,0,none
06ad83bac.jpg,False,False,True,False,False,1,3
06ae96c30.jpg,False,False,True,False,False,1,3
06aed81ba.jpg,False,False,True,False,False,1,3
06b384e78.jpg,False,False,True,False,False,1,3
06b49e34f.jpg,False,False,True,False,False,1,3
06d0fbb0c.jpg,False,False,True,False,False,1,3
06d3a99cb.jpg,False,False,True,False,False,1,3
06e099136.jpg,False,False,False,False,True,0,none
06e5521bc.jpg,False,False,False,False,True,0,none
06e55cb16.jpg,False,False,True,False,False,1,3
06e6582af.jpg,False,False,True,False,False,1,3
06e6e7a8c.jpg,False,False,False,True,False,1,4
06e7b157a.jpg,False,False,True,False,False,1,3
06e8eced9.jpg,False,False,False,False,True,0,none
06eb2151d.jpg,False,False,True,False,False,1,3
06f4583b1.jpg,False,False,True,False,False,1,3
06f52f4dd.jpg,False,False,True,False,False,1,3
06fb3a6e5.jpg,False,False,True,False,False,1,3
070037b64.jpg,False,False,False,False,True,0,none
070f0733c.jpg,False,False,False,False,True,0,none
0712fbd90.jpg,False,False,True,False,False,1,3
07134bc11.jpg,False,False,False,False,True,0,none
0728b2ac9.jpg,True,False,False,False,False,1,1
0739e9688.jpg,False,False,True,False,False,1,3
073d8f414.jpg,False,False,False,False,True,0,none
073f2a466.jpg,False,False,False,False,True,0,none
0757665c0.jpg,False,False,False,False,True,0,none
075ae68f4.jpg,False,False,False,False,True,0,none
07611b0a1.jpg,False,False,False,False,True,0,none
07732248e.jpg,False,False,True,True,False,2,3+4
0774ee747.jpg,False,False,False,False,True,0,none
077f0256d.jpg,True,False,False,False,False,1,1
078cb6932.jpg,False,False,False,False,True,0,none
078e8abfb.jpg,False,False,False,False,True,0,none
079054aa2.jpg,False,False,True,False,False,1,3
0792723f1.jpg,False,False,False,False,True,0,none
0794e9e24.jpg,False,False,False,False,True,0,none
079ff61ce.jpg,False,False,False,False,True,0,none
07a238cf0.jpg,False,False,False,False,True,0,none
07a5651ce.jpg,False,False,True,False,False,1,3
07ac7620c.jpg,True,False,False,False,False,1,1
07b1a9644.jpg,False,False,True,False,False,1,3
07b627cb9.jpg,False,False,True,False,False,1,3
07ba16aba.jpg,False,False,True,False,False,1,3
07ba66beb.jpg,True,False,False,False,False,1,1
07bee931a.jpg,False,False,False,False,True,0,none
07c3d6d77.jpg,False,True,False,False,False,1,2
07c8ba1d5.jpg,False,False,True,True,False,2,3+4
07c8c77a3.jpg,False,False,True,False,False,1,3
07c917711.jpg,False,False,True,False,False,1,3
07cb6d544.jpg,False,False,True,False,False,1,3
07cb85a8d.jpg,False,False,False,False,True,0,none
07cbfd1f8.jpg,False,False,True,True,False,2,3+4
07cd0a3e9.jpg,False,False,True,False,False,1,3
07e68173c.jpg,False,False,False,False,True,0,none
07e6bbef3.jpg,False,False,False,False,True,0,none
07e8fca73.jpg,False,False,False,False,True,0,none
07edbd095.jpg,False,False,False,False,True,0,none
07edcfc26.jpg,False,False,False,False,True,0,none
07edd4209.jpg,False,False,False,False,True,0,none
07ee5cbb2.jpg,False,False,False,False,True,0,none
07fd9f3e6.jpg,False,False,False,False,True,0,none
0803acf1f.jpg,False,False,True,False,False,1,3
08041ffdb.jpg,False,False,False,False,True,0,none
0808a098b.jpg,False,False,True,False,False,1,3
080906d34.jpg,False,False,False,False,True,0,none
080d6f77f.jpg,False,False,True,False,False,1,3
08135e87d.jpg,False,False,False,False,True,0,none
0817e2da4.jpg,False,False,True,False,False,1,3
08193cfc8.jpg,False,True,False,False,False,1,2
0821136d7.jpg,False,False,False,False,True,0,none
0824aaa5d.jpg,False,False,False,False,True,0,none
0829af407.jpg,True,False,False,False,False,1,1
082ad405c.jpg,False,False,False,False,True,0,none
083134687.jpg,False,False,False,False,True,0,none
0832de752.jpg,True,False,False,False,False,1,1
0841074c1.jpg,False,False,True,False,False,1,3
0842fa725.jpg,False,True,False,False,False,1,2
0849ea9f1.jpg,False,False,True,False,False,1,3
084abb378.jpg,False,False,False,False,True,0,none
084e8ba74.jpg,False,False,True,False,False,1,3
0855026b4.jpg,False,False,False,False,True,0,none
0858830b6.jpg,False,False,True,False,False,1,3
085a9eea6.jpg,False,False,True,False,False,1,3
085bcd104.jpg,False,False,True,False,False,1,3
085f71134.jpg,False,False,False,False,True,0,none
08605c0eb.jpg,False,False,True,False,False,1,3
08630f05d.jpg,False,False,False,False,True,0,none
08658acdf.jpg,False,False,False,False,True,0,none
086739d4f.jpg,False,False,False,False,True,0,none
086bf54f4.jpg,False,False,False,False,True,0,none
08808b1a2.jpg,True,False,False,False,False,1,1
08852b69d.jpg,False,False,True,False,False,1,3
0888e6a84.jpg,False,False,True,True,False,2,3+4
088a6bb94.jpg,False,False,True,False,False,1,3
088aee82e.jpg,False,False,True,False,False,1,3
088ecc915.jpg,False,False,False,False,True,0,none
08a1a079b.jpg,True,False,True,False,False,2,1+3
08a8ed239.jpg,True,False,False,False,False,1,1
08b10468d.jpg,False,False,False,True,False,1,4
08b40a161.jpg,False,False,True,True,False,2,3+4
08b539d11.jpg,False,False,True,False,False,1,3
08b99532a.jpg,False,False,False,False,True,0,none
08ba29346.jpg,False,False,False,False,True,0,none
08c2fc120.jpg,False,False,True,False,False,1,3
08c8229e3.jpg,False,False,False,False,True,0,none
08cb2b899.jpg,False,False,False,False,True,0,none
08d5bd03d.jpg,False,False,True,False,False,1,3
08d80d51a.jpg,False,False,True,False,False,1,3
08d9cdf3b.jpg,False,False,False,False,True,0,none
08de8621d.jpg,False,False,True,False,False,1,3
08de8df60.jpg,True,False,True,False,False,2,1+3
08e21ba66.jpg,False,False,False,False,True,0,none
08e3aadde.jpg,False,False,True,False,False,1,3
08f0b26ac.jpg,False,False,True,False,False,1,3
08f37071a.jpg,False,False,False,False,True,0,none
08f5c0997.jpg,False,False,True,False,False,1,3
08f5d5a29.jpg,False,False,False,False,True,0,none
08f9c685f.jpg,True,False,True,False,False,2,1+3
08fc8dc5d.jpg,False,False,False,False,True,0,none
08fe9f644.jpg,False,False,False,False,True,0,none
0905fe055.jpg,True,False,False,False,False,1,1
090859f6a.jpg,False,False,False,False,True,0,none
090a6a4b5.jpg,False,False,True,False,False,1,3
09140dda7.jpg,False,False,True,False,False,1,3
091d21109.jpg,False,False,True,False,False,1,3
091fcc239.jpg,False,False,False,False,True,0,none
0920a07c6.jpg,False,False,False,False,True,0,none
092145f0c.jpg,False,False,True,False,False,1,3
092614afe.jpg,False,False,False,True,False,1,4
0929b3d8f.jpg,False,False,True,False,False,1,3
092c1f666.jpg,False,False,False,False,True,0,none
092f2587c.jpg,False,False,False,False,True,0,none
092f8d365.jpg,False,False,True,False,False,1,3
09323504a.jpg,False,False,True,False,False,1,3
0934b8bff.jpg,True,False,False,False,False,1,1
093ec1c68.jpg,False,False,True,False,False,1,3
094281d26.jpg,False,False,False,False,True,0,none
09478d706.jpg,False,False,False,False,True,0,none
094b155b4.jpg,False,False,False,False,True,0,none
094fd70ea.jpg,False,False,True,False,False,1,3
09552b326.jpg,False,False,True,False,False,1,3
095c6bcdc.jpg,False,False,False,False,True,0,none
095c72506.jpg,False,False,False,False,True,0,none
09627b1bf.jpg,False,False,False,False,True,0,none
096465b41.jpg,False,False,True,False,False,1,3
096701230.jpg,False,False,False,False,True,0,none
096e9d26a.jpg,False,False,False,False,True,0,none
0970201e2.jpg,False,False,True,False,False,1,3
0973e56f0.jpg,False,False,False,False,True,0,none
09757b84e.jpg,False,False,True,False,False,1,3
097e28492.jpg,False,False,True,False,False,1,3
097eaf94c.jpg,False,False,True,True,False,2,3+4
0984c380f.jpg,False,False,True,False,False,1,3
0986996f0.jpg,False,False,True,False,False,1,3
0988e13e7.jpg,False,False,True,False,False,1,3
098935502.jpg,False,False,False,False,True,0,none
09909c535.jpg,False,False,False,False,True,0,none
099465815.jpg,False,False,False,False,True,0,none
0999e53af.jpg,True,False,False,False,False,1,1
099e4e39a.jpg,False,False,True,False,False,1,3
09a3a5730.jpg,False,False,False,False,True,0,none
09b2001b6.jpg,False,False,False,False,True,0,none
09b26a624.jpg,False,False,True,False,False,1,3
09b428fe0.jpg,True,False,False,False,False,1,1
09b8f16ad.jpg,False,False,False,False,True,0,none
09bb26d69.jpg,False,False,False,False,True,0,none
09bb99140.jpg,False,False,False,False,True,0,none
09c4ca5ef.jpg,False,False,False,False,True,0,none
09c967630.jpg,False,False,True,False,False,1,3
09d4ee8a5.jpg,False,False,True,False,False,1,3
09d70d8f0.jpg,False,False,True,False,False,1,3
09d7dba1b.jpg,False,False,True,False,False,1,3
09d84ff22.jpg,False,False,True,False,False,1,3
09d87038e.jpg,False,False,True,False,False,1,3
09dd555c8.jpg,False,False,False,False,True,0,none
09e06e897.jpg,False,False,True,False,False,1,3
09e15218c.jpg,False,False,True,False,False,1,3
09e4f864e.jpg,False,False,False,False,True,0,none
09e75817a.jpg,False,False,True,False,False,1,3
09e9c96fd.jpg,False,False,True,False,False,1,3
09ee01161.jpg,False,False,True,False,False,1,3
09ef816bf.jpg,False,False,False,False,True,0,none
09f1605ee.jpg,False,False,False,True,False,1,4
09f598cb6.jpg,False,False,False,False,True,0,none
09fa983ff.jpg,False,False,False,False,True,0,none
0a058fcb6.jpg,False,False,False,False,True,0,none
0a122ef42.jpg,False,False,False,False,True,0,none
0a1cade03.jpg,False,False,False,False,True,0,none
0a21ce787.jpg,False,False,True,False,False,1,3
0a26aceb2.jpg,False,False,True,False,False,1,3
0a29ef6f9.jpg,False,False,False,False,True,0,none
0a34e73df.jpg,False,False,False,False,True,0,none
0a37f0a29.jpg,False,False,True,False,False,1,3
0a3bbea4d.jpg,False,False,False,False,True,0,none
0a405b396.jpg,False,False,True,False,False,1,3
0a427a066.jpg,False,False,False,False,True,0,none
0a433cb96.jpg,False,False,False,False,True,0,none
0a46cc4bf.jpg,False,False,False,False,True,0,none
0a4ad45a5.jpg,True,False,False,False,False,1,1
0a4ef8ee7.jpg,False,False,False,False,True,0,none
0a536b3c5.jpg,False,False,False,False,True,0,none
0a5a82b86.jpg,False,False,False,False,True,0,none
0a5ad2f0f.jpg,False,False,False,False,True,0,none
0a5cff3a7.jpg,False,False,True,False,False,1,3
0a6324223.jpg,False,False,False,False,True,0,none
0a65bd8d4.jpg,False,False,False,False,True,0,none
0a728f2a5.jpg,False,False,False,False,True,0,none
0a740fe74.jpg,False,False,False,False,True,0,none
0a76ac9b8.jpg,False,False,False,False,True,0,none
0a76c7934.jpg,False,False,False,False,True,0,none
0a8306bfe.jpg,False,False,True,False,False,1,3
0a85666e4.jpg,False,False,False,False,True,0,none
0a8cb8ddf.jpg,True,False,False,False,False,1,1
0a8fddf7a.jpg,False,False,False,False,True,0,none
0a9799f01.jpg,False,False,False,False,True,0,none
0a9a7a6c7.jpg,False,False,True,False,False,1,3
0a9aaba9a.jpg,False,False,True,False,False,1,3
0aa4399a4.jpg,False,False,True,False,False,1,3
0aa66dd72.jpg,False,False,False,False,True,0,none
0aa7955fd.jpg,False,False,True,False,False,1,3
0aafd7471.jpg,True,False,False,False,False,1,1
0abfbfc69.jpg,False,False,True,False,False,1,3
0ac9936af.jpg,False,False,True,False,False,1,3
0aceecf0a.jpg,False,False,True,False,False,1,3
0adc17f1d.jpg,False,False,False,True,False,1,4
0ae08c27e.jpg,False,False,False,False,True,0,none
0ae4f8a60.jpg,False,False,True,False,False,1,3
0af5680b1.jpg,False,False,False,False,True,0,none
0af6b34a8.jpg,False,False,True,False,False,1,3
0b0f32a34.jpg,False,False,False,False,True,0,none
0b1235e38.jpg,False,False,True,False,False,1,3
0b15dd467.jpg,False,False,False,False,True,0,none
0b1993a49.jpg,False,False,True,False,False,1,3
0b1a4d585.jpg,True,False,False,False,False,1,1
0b1e5a7a5.jpg,False,True,False,False,False,1,2
0b202a5ad.jpg,False,False,False,False,True,0,none
0b2d14bfd.jpg,False,False,False,False,True,0,none
0b2edb671.jpg,False,False,False,False,True,0,none
0b31575c2.jpg,False,False,False,False,True,0,none
0b3a0fabe.jpg,False,False,False,False,True,0,none
0b431da6c.jpg,False,False,False,False,True,0,none
0b4457f28.jpg,False,False,False,False,True,0,none
0b475b419.jpg,False,False,True,False,False,1,3
0b4a68676.jpg,False,False,True,False,False,1,3
0b4c8e681.jpg,False,True,False,False,False,1,2
0b5018316.jpg,False,True,False,False,False,1,2
0b5051d9f.jpg,False,False,True,False,False,1,3
0b50b417a.jpg,False,False,False,False,True,0,none
0b56da4ff.jpg,False,False,False,True,False,1,4
0b5c97e4c.jpg,False,False,True,False,False,1,3
0b620e67a.jpg,False,False,False,False,True,0,none
0b6cc9daa.jpg,False,False,True,False,False,1,3
0b76bcd3a.jpg,False,False,True,False,False,1,3
0b77d4ddf.jpg,False,False,True,False,False,1,3
0b7a4c9b9.jpg,False,False,True,False,False,1,3
0b8575001.jpg,False,False,True,False,False,1,3
0b8775632.jpg,False,False,True,False,False,1,3
0b89f99d7.jpg,False,False,False,False,True,0,none
0b95d9ca5.jpg,False,False,False,False,True,0,none
0ba2d403f.jpg,False,False,False,False,True,0,none
0ba4c4183.jpg,False,False,False,False,True,0,none
